both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
AL061927    UNNAMED      3d6h         40.0         -999.0       0            769.2315823274743
AL071927    UNNAMED      4d18h        40.0         -999.0       0            1053.1899865527005
AL081927    UNNAMED      2d18h        50.0         -999.0       0            913.9260928201027
AL011928    UNNAMED      10d18h       90.0         -999.0       1            2311.4625864846134
AL021928    UNNAMED      9d18h        80.0         -999.0       0            2437.214732224918
AL031928    UNNAMED      7d0h         50.0         -999.0       0            1535.2492645803845
AL041928    UNNAMED      15d0h        140.0        -999.0       2            4973.0341382514025
AL051928    UNNAMED      4d18h        60.0         -999.0       0            2370.797540301365
AL061928    UNNAMED      5d6h         80.0         -999.0       0            1715.7273439011713
AL011929    UNNAMED      3d6h         80.0         -999.0       1            1028.8556580832515
AL021929    UNNAMED      16d0h        135.0        -999.0       2            2955.0480815759065
AL031929    UNNAMED      4d18h        50.0         -999.0       0            1272.3650756645418
AL041929    UNNAMED      5d6h         60.0         -999.0       0            1192.3311396849922
AL051929    UNNAMED      3d12h        70.0         -999.0       0            1133.0889769551695
AL011930    UNNAMED      12d6h        110.0        -999.0       0            3358.1297315648458
AL021930    UNNAMED      19d18h       135.0        -999.0       0            5353.010845289182
AL031930    UNNAMED      2d18h        60.0         -999.0       0            207.47692225378572
AL011931    UNNAMED      4d6h         45.0         -999.0       0            901.728216430061
AL021931    UNNAMED      6d0h         60.0         -999.0       0            1428.1373017573248
AL031931    UNNAMED      8d6h         50.0         -999.0       0            2145.341628885483
AL041931    UNNAMED      5d0h         35.0         -999.0       0            1095.6708484467606
AL051931    UNNAMED      3d0h         40.0         -999.0       0            565.6726869783895
AL061931    UNNAMED      6d18h        115.0        -999.0       0            2197.7319580183234
AL071931    UNNAMED      8d0h         85.0         -999.0       0            2536.0853266947215
AL081931    UNNAMED      6d0h         65.0         -999.0       0            1515.2509436831865
AL091931    UNNAMED      3d0h         40.0         -999.0       0            637.1211622356072
AL101931    UNNAMED      4d6h         55.0         -999.0       0            1957.1579357122323
AL111931    UNNAMED      4d6h         50.0         -999.0       0            259.52292695411785
AL121931    UNNAMED      5d6h         45.0         -999.0       0            825.1420334215951
AL131931    UNNAMED      3d12h        55.0         -999.0       0            814.86193196246
AL011932    UNNAMED      5d12h        55.0         -999.0       0            1303.7954802852257
AL021932    UNNAMED      3d18h        130.0        -999.0       1            857.5036136753428
AL031932    UNNAMED      9d0h         75.0         -999.0       1            2419.4140489165966
AL041932    UNNAMED      18d0h        140.0        -999.0       0            5488.730470289033
AL051932    UNNAMED      3d18h        60.0         -999.0       0            644.994457728303
AL061932    UNNAMED      9d0h         65.0         -999.0       0            2596.2396159097484
AL071932    UNNAMED      10d18h       55.0         -999.0       0            3157.204444192151
AL081932    UNNAMED      3d18h        55.0         -999.0       0            1264.6698423651528
AL091932    UNNAMED      7d12h        125.0        -999.0       0            2012.7615069129056
AL101932    UNNAMED      2d6h         40.0         -999.0       0            205.69576787196246
AL111932    UNNAMED      11d12h       60.0         -999.0       0            1922.6612579112225
AL121932    UNNAMED      4d6h         50.0         -999.0       0            1108.7322973919988
AL131932    UNNAMED      3d0h         60.0         -999.0       0            917.9219176593605
AL141932    UNNAMED      15d12h       150.0        -999.0       0            4241.809831627202
AL151932    UNNAMED      7d12h        85.0         -999.0       0            2134.974171031065
AL011933    UNNAMED      5d6h         45.0         -999.0       0            1112.6479634577602
AL021933    UNNAMED      13d0h        95.0         -999.0       0            3576.185247270396
AL031933    UNNAMED      13d6h        45.0         -999.0       0            3013.7416419837123
AL041933    UNNAMED      2d12h        50.0         -999.0       0            561.0616472829867
AL051933    UNNAMED      12d6h        80.0         -999.0       1            2661.8738834632836
AL061933    UNNAMED      15d0h        120.0        -999.0       2            4803.1894902289205
AL071933    UNNAMED      7d12h        40.0         -999.0       0            1546.7361222342809
AL081933    UNNAMED      14d12h       140.0        -999.0       1            4255.225757867815
AL091933    UNNAMED      8d6h         55.0         -999.0       0            2382.3517807797534
AL101933    UNNAMED      3d6h         35.0         -999.0       0            425.38574298112036
AL111933    UNNAMED      7d12h        120.0        -999.0       1            1892.1645283140367
AL121933    UNNAMED      14d18h       120.0        -999.0       0            3974.051866071467
AL131933    UNNAMED      5d12h        95.0         -999.0       0            836.7707735326981
AL141933    UNNAMED      9d6h         140.0        -999.0       0            2478.2028798676433
AL151933    UNNAMED      4d0h         65.0         -999.0       0            1491.2250175691556
AL161933    UNNAMED      3d18h        40.0         -999.0       0            675.0837150043604
AL171933    UNNAMED      8d0h         110.0        -999.0       0            2253.266018674416
AL181933    UNNAMED      13d12h       80.0         -999.0       0            1787.8891616777025
AL191933    UNNAMED      4d18h        70.0         -999.0       0            1507.3253538358967
AL201933    UNNAMED      1d18h        50.0         -999.0       0            268.8010071530117
AL011934    UNNAMED      17d6h        85.0         -999.0       1            3814.02662105046
AL021934    UNNAMED      5d0h         80.0         -999.0       0            1835.8237221881548
AL031934    UNNAMED      4d12h        75.0         -999.0       1            1265.5759202348713
AL041934    UNNAMED      2d12h        35.0         -999.0       0            679.2864769745744
AL051934    UNNAMED      6d12h        70.0         -999.0       0            844.3766201461699
AL061934    UNNAMED      3d6h         45.0         -999.0       0            661.4833506920629
AL071934    UNNAMED      5d6h         90.0         -999.0       1            1606.713409139817
AL081934    UNNAMED      7d0h         45.0         -999.0       0            1802.4939494000587
AL091934    UNNAMED      7d6h         50.0         -999.0       0            2354.8253228419926
AL101934    UNNAMED      2d18h        85.0         -999.0       0            720.4445357878842
AL111934    UNNAMED      5d6h         50.0         -999.0       0            787.578101728655
AL121934    UNNAMED      4d0h         40.0         -999.0       0            1301.7924890375004
AL131934    UNNAMED      10d6h        100.0        -999.0       0            1904.4685121425046
AL011935    UNNAMED      4d0h         50.0         -999.0       0            1217.6274425099032
AL021935    UNNAMED      10d12h       115.0        -999.0       0            2917.893678704851
AL031935    UNNAMED      12d6h        160.0        -999.0       2            4298.830079768425
AL041935    UNNAMED      3d12h        50.0         -999.0       0            641.5450301893826
AL051935    UNNAMED      9d12h        120.0        -999.0       0            2854.6299990551393
AL061935    UNNAMED      8d18h        75.0         -999.0       0            1388.2827447746747
AL071935    UNNAMED      9d12h        90.0         -999.0       1            1870.4633440621474
AL081935    UNNAMED      11d0h        40.0         -999.0       0            1791.924202722945
AL011936    UNNAMED      5d6h         40.0         -999.0       0            1674.8024714127787
AL021936    UNNAMED      3d0h         45.0         -999.0       0            518.3198172363885
AL031936    UNNAMED      1d12h        70.0         -999.0       1            197.40275694160584
AL041936    UNNAMED      2d0h         40.0         -999.0       0            574.0963317057265
AL051936    UNNAMED      5d6h         90.0         -999.0       1            936.749592853412
AL061936    UNNAMED      7d12h        45.0         -999.0       0            2598.214219774728
AL071936    UNNAMED      5d0h         35.0         -999.0       0            720.6998760041776
AL081936    UNNAMED      4d18h        65.0         -999.0       0            786.6706057800088
AL091936    UNNAMED      3d0h         50.0         -999.0       0            731.9682978721576
AL101936    UNNAMED      12d0h        95.0         -999.0       0            4465.968173371688
AL111936    UNNAMED      3d0h         70.0         -999.0       0            713.50531528346
AL121936    UNNAMED      1d0h         35.0         -999.0       0            236.55407193993005
AL131936    UNNAMED      17d12h       105.0        -999.0       0            4530.780788057084
AL141936    UNNAMED      5d6h         45.0         -999.0       0            699.9802278167733
AL151936    UNNAMED      6d18h        90.0         -999.0       0            1950.487699626842
AL161936    UNNAMED      2d0h         35.0         -999.0       0            242.46951401015167
AL171936    UNNAMED      13d12h       55.0         -999.0       0            3311.1641842824183
AL011937    UNNAMED      4d18h        60.0         -999.0       0            1665.5988354864226
AL021937    UNNAMED      6d18h        55.0         -999.0       0            1629.7586729714942
AL031937    UNNAMED      9d6h         60.0         -999.0       0            2029.9337780812086
AL041937    UNNAMED      5d18h        85.0         -999.0       0            1785.932105989168
AL051937    UNNAMED      2d0h         60.0         -999.0       0            686.7156133160292
AL061937    UNNAMED      7d12h        110.0        -999.0       0            2664.963037631346
AL071937    UNNAMED      5d6h         50.0         -999.0       0            807.196114852229
AL081937    UNNAMED      8d6h         85.0         -999.0       0            3367.966297116134
AL091937    UNNAMED      6d18h        65.0         -999.0       0            3033.821960864602
AL101937    UNNAMED      2d6h         40.0         -999.0       0            539.0714016634014
AL111937    UNNAMED      2d12h        70.0         -999.0       0            620.6377351672077
AL011938    UNNAMED      5d6h         70.0         -999.0       0            1397.9761692382071
AL021938    UNNAMED      1d12h        60.0         -999.0       0            491.8495191481944
AL031938    UNNAMED      5d12h        85.0         -999.0       1            2444.552568069143
AL041938    UNNAMED      5d18h        105.0        -999.0       0            1582.8457204526658
AL051938    UNNAMED      4d12h        35.0         -999.0       0            1223.4606500115524
AL061938    UNNAMED      13d12h       140.0        -999.0       2            4678.018223090291
AL071938    UNNAMED      7d0h         50.0         -999.0       0            1502.2940267267281
AL081938    UNNAMED      4d12h        35.0         -999.0       0            1136.3738382309177
AL091938    UNNAMED      3d12h        60.0         -999.0       0            747.5278598596029
AL011939    UNNAMED      6d12h        55.0         -999.0       0            1502.6714459125
AL021939    UNNAMED      12d0h        65.0         -999.0       2            2307.5606710402053
AL031939    UNNAMED      5d18h        55.0         -999.0       0            1576.481000808475
AL041939    UNNAMED      4d6h         45.0         -999.0       0            844.6628871214382
AL051939    UNNAMED      7d6h         120.0        -999.0       0            2304.4793821964654
AL061939    UNNAMED      9d12h        80.0         -999.0       0            1733.4129719553607
AL011940    UNNAMED      7d18h        55.0         -999.0       0            1476.8667750523937
AL021940    UNNAMED      7d6h         85.0         -999.0       1            928.1982777494513
AL031940    UNNAMED      9d0h         85.0         -999.0       1            1800.5028413041375
AL041940    UNNAMED      8d6h         95.0         -999.0       0            1697.665385274216
AL051940    UNNAMED      12d0h        85.0         -999.0       0            3783.9082310506924
AL061940    UNNAMED      6d18h        45.0         -999.0       0            1598.5242072473
AL071940    UNNAMED      6d12h        85.0         -999.0       0            2080.132821764329
AL081940    UNNAMED      4d12h        70.0         -999.0       0            386.39230663784076
AL091940    UNNAMED      5d0h         70.0         -999.0       0            2253.7031923065506
AL011941    UNNAMED      5d6h         50.0         -999.0       0            529.2621301186456
AL021941    UNNAMED      9d12h        110.0        -999.0       1            2964.177874091272
AL031941    UNNAMED      7d18h        70.0         -999.0       0            1435.6118650468836
AL041941    UNNAMED      7d0h         115.0        -999.0       0            2102.75796464229
AL051941    UNNAMED      10d0h        105.0        -999.0       3            3211.266674351651
AL061941    UNNAMED      7d0h         45.0         -999.0       0            1239.4102391443625
AL011942    UNNAMED      2d18h        50.0         -999.0       0            808.3818986917397
AL021942    UNNAMED      6d0h         70.0         -999.0       1            1398.215719547668
AL031942    UNNAMED      9d0h         100.0        -999.0       1            2013.4303624328338
AL041942    UNNAMED      9d12h        95.0         -999.0       0            1588.3320098590875
AL051942    UNNAMED      7d18h        45.0         -999.0       0            1854.3379987623005
AL061942    UNNAMED      6d12h        45.0         -999.0       0            1343.1612812911644
AL071942    UNNAMED      3d0h         45.0         -999.0       0            455.9554841371378
AL081942    UNNAMED      5d6h         60.0         -999.0       0            1836.3780476883492
AL091942    UNNAMED      2d18h        45.0         -999.0       0            455.3758893563852
AL101942    UNNAMED      5d6h         45.0         -999.0       0            1223.727002909352
AL111942    UNNAMED      6d18h        95.0         -999.0       0            1372.2198925195858
AL011943    UNNAMED      4d6h         90.0         -999.0       1            633.0822167060703
AL021943    UNNAMED      6d6h         50.0         -999.0       0            1692.8102845766039
AL031943    UNNAMED      8d6h         120.0        -999.0       0            2878.226875089274
AL041943    UNNAMED      8d18h        105.0        -999.0       0            1574.6539993640404
AL051943    UNNAMED      4d6h         45.0         -999.0       0            1881.7833317302602
AL061943    UNNAMED      4d18h        85.0         -999.0       0            568.4491919046471
AL071943    UNNAMED      3d18h        55.0         -999.0       0            957.4096573748533
AL081943    UNNAMED      2d12h        60.0         -999.0       0            1639.3041785470368
AL091943    UNNAMED      6d0h         95.0         -999.0       0            1511.2994222554398
AL101943    UNNAMED      6d6h         40.0         -999.0       0            830.5889966218203
AL011944    UNNAMED      6d18h        70.0         -999.0       0            2056.804292135714
AL021944    UNNAMED      3d12h        55.0         -999.0       0            1377.9451184004995
AL031944    UNNAMED      4d18h        70.0         -999.0       1            1605.4544878424445
AL041944    UNNAMED      7d18h        105.0        -999.0       0            2245.696015316069
AL051944    UNNAMED      4d18h        50.0         -999.0       0            822.8385124132349
AL061944    UNNAMED      2d12h        55.0         -999.0       0            597.6058703849324
AL071944    UNNAMED      7d6h         140.0        -999.0       2            2817.201471300683
AL081944    UNNAMED      3d6h         70.0         -999.0       0            718.9737355507511
AL091944    UNNAMED      7d0h         85.0         -999.0       0            3471.960157843967
AL101944    UNNAMED      3d0h         45.0         -999.0       0            693.6768438460293
AL111944    UNNAMED      3d0h         40.0         -999.0       0            434.08829758893285
AL121944    UNNAMED      4d18h        70.0         -999.0       0            1210.2160614610393
AL131944    UNNAMED      12d0h        125.0        -999.0       2            3667.017434926478
AL141944    UNNAMED      2d18h        60.0         -999.0       0            121.0664467827544
AL011945    UNNAMED      14d0h        85.0         -999.0       2            3823.5798954141997
AL021945    UNNAMED      3d0h         35.0         -999.0       0            375.88655147555926
AL031945    UNNAMED      2d18h        50.0         -999.0       0            732.3754878934834
AL041945    UNNAMED      3d12h        60.0         -999.0       0            1281.6039905894995
AL051945    UNNAMED      5d18h        100.0        -999.0       1            741.1057399224351
AL061945    UNNAMED      3d12h        60.0         -999.0       0            778.2521945094164
AL071945    UNNAMED      3d0h         35.0         -999.0       0            915.1653055648441
AL081945    UNNAMED      3d6h         50.0         -999.0       0            1139.4609246003847
AL091945    UNNAMED      8d18h        115.0        -999.0       2            3520.976383046218
AL101945    UNNAMED      5d6h         80.0         -999.0       0            1507.1334552947314
AL111945    UNNAMED      6d6h         85.0         -999.0       0            3027.5828693579815
AL011946    UNNAMED      3d6h         35.0         -999.0       0            420.8656737490433
AL021946    UNNAMED      5d12h        70.0         -999.0       0            1573.9273100707728
AL031946    UNNAMED      1d0h         35.0         -999.0       0            222.8908806325086
AL041946    UNNAMED      5d18h        85.0         -999.0       1            2709.8277188615493
AL051946    UNNAMED      4d18h        80.0         -999.0       0            840.7351576218505
AL061946    UNNAMED      9d0h         85.0         -999.0       2            2726.4688130540167
AL071946    UNNAMED      2d12h        40.0         -999.0       0            681.516736473106
AL011947    UNNAMED      2d6h         45.0         -999.0       0            481.42948403478607
AL021947    UNNAMED      7d0h         95.0         -999.0       1            1488.1477297050737
AL031947    UNNAMED      9d0h         70.0         -999.0       1            1317.8219286277897
AL041947    UNNAMED      17d6h        125.0        -999.0       3            4811.194162687696
AL051947    UNNAMED      2d0h         50.0         -999.0       0            256.26680006296294
AL061947    UNNAMED      5d18h        55.0         -999.0       0            1528.1222615876843
AL071947    UNNAMED      3d12h        50.0         -999.0       0            1018.2640509886868
AL081947    UNNAMED      3d0h         50.0         -999.0       0            445.582465270281
AL091947    UNNAMED      8d0h         90.0         -999.0       2            1880.5449927780755
AL101947    UNNAMED      5d6h         105.0        -999.0       0            1917.9512258361983
AL011948    UNNAMED      6d18h        45.0         -999.0       0            1220.8284392621267
AL021948    UNNAMED      4d0h         35.0         -999.0       0            510.57819690917836
AL031948    UNNAMED      10d18h       105.0        -999.0       0            3855.988768414622
AL041948    UNNAMED      2d0h         50.0         -999.0       0            456.83760608485244
AL051948    UNNAMED      5d0h         70.0         -999.0       1            986.1674050938029
AL061948    UNNAMED      13d6h        115.0        -999.0       0            5746.742952073952
AL071948    UNNAMED      3d6h         55.0         -999.0       0            805.0563851465952
AL081948    UNNAMED      7d18h        115.0        -999.0       4            2754.7895884544323
AL091948    UNNAMED      13d0h        110.0        -999.0       4            4237.152014448814
AL101948    UNNAMED      2d12h        65.0         -999.0       0            900.0328737494738
AL011949    UNNAMED      9d0h         95.0         -999.0       0            4375.3773191467935
AL021949    UNNAMED      9d12h        115.0        -999.0       1            4752.935958850198
AL031949    UNNAMED      3d6h         40.0         -999.0       0            684.0328486463276
AL041949    UNNAMED      8d12h        110.0        -999.0       0            2680.0591595307014
AL051949    UNNAMED      2d12h        50.0         -999.0       0            608.7006229451588
AL061949    UNNAMED      11d12h       65.0         -999.0       0            2599.2589816558398
AL071949    UNNAMED      3d0h         45.0         -999.0       0            537.6212070018258
AL081949    UNNAMED      3d18h        50.0         -999.0       0            836.9506423840198
AL091949    UNNAMED      6d6h         80.0         -999.0       0            697.0532728979524
AL101949    UNNAMED      2d6h         70.0         -999.0       0            587.8772086514978
AL111949    UNNAMED      9d18h        95.0         -999.0       1            1922.609140231565
AL121949    UNNAMED      5d0h         50.0         -999.0       0            1265.074455288463
AL131949    UNNAMED      8d12h        80.0         -999.0       0            2199.2841539996057
AL141949    UNNAMED      4d0h         50.0         -999.0       0            1156.6616347580004
AL151949    UNNAMED      4d12h        45.0         -999.0       0            2069.0098081383285
AL161949    UNNAMED      1d18h        55.0         -999.0       0            225.8228264330839
AL011950    ABLE         12d6h        110.0        -999.0       1            3903.5625056197455
AL021950    BAKER        14d6h        90.0         -999.0       2            2962.765365288589
AL031950    CHARLIE      15d0h        95.0         -999.0       0            3523.15505442162
AL041950    DOG          18d6h        125.0        -999.0       0            5151.862025551598
AL051950    EASY         8d12h        105.0        -999.0       4            1383.2999528635517
AL061950    FOX          9d6h         120.0        -999.0       0            2625.179122984822
AL071950    GEORGE       10d6h        95.0         -999.0       0            3754.541108641335
AL081950    HOW          3d12h        40.0         -999.0       0            569.9800739459826
AL091950    ITEM         3d12h        90.0         -999.0       1            443.6803154682157
AL101950    JIG          6d12h        100.0        -999.0       0            2239.60217691248
AL111950    KING         7d0h         115.0        -999.0       2            1327.9004048484283
AL121950    UNNAMED      7d12h        60.0         -999.0       0            1994.811052956593
AL131950    LOVE         4d18h        70.0         -999.0       0            943.9589783533264
AL141950    MIKE         3d6h         40.0         -999.0       0            604.4616799174815
AL151950    UNNAMED      2d6h         45.0         -999.0       0            397.4056577577327
AL161950    UNNAMED      2d6h         60.0         -999.0       0            404.9107908441671
AL011951    UNNAMED      10d0h        55.0         -999.0       0            2875.6580078120846
AL021951    ABLE         8d18h        80.0         -999.0       1            2067.705971836463
AL031951    BAKER        3d12h        50.0         -999.0       0            1254.3542668005468
AL041951    CHARLIE      11d18h       115.0        -999.0       4            3249.4834925211417
AL051951    DOG          9d6h         80.0         -999.0       0            3064.9121374433826
AL061951    EASY         13d12h       130.0        -999.0       0            4781.494680550723
AL071951    FOX          8d12h        100.0        -999.0       0            4699.545377072883
AL081951    GEORGE       2d6h         50.0         -999.0       0            299.26249276782625
AL091951    HOW          12d18h       85.0         -999.0       0            5926.834615476363
AL101951    ITEM         5d12h        55.0         -999.0       0            510.89832223318746
AL111951    JIG          4d18h        65.0         -999.0       0            829.69889026306
AL121951    UNNAMED      8d18h        70.0         -999.0       0            2124.6761012913234
AL011952    UNNAMED      3d0h         60.0         -999.0       0            1829.8420657598156
AL021952    ABLE         16d0h        85.0         -999.0       1            5052.768195340602
AL031952    UNNAMED      1d0h         45.0         -999.0       0            272.4316914245895
AL041952    BAKER        9d18h        95.0         -999.0       0            3417.6659397585922
AL051952    UNNAMED      6d12h        45.0         -999.0       0            1846.285879575127
AL061952    CHARLIE      7d0h         105.0        -999.0       0            2260.079443716255
AL071952    DOG          6d6h         60.0         -999.0       0            865.8290016242574
AL081952    UNNAMED      5d0h         40.0         -999.0       0            835.6618285117966
AL091952    EASY         5d0h         90.0         -999.0       0            489.70600773150346
AL101952    FOX          8d0h         125.0        -999.0       3            1530.3511119810937
AL111952    UNNAMED      6d0h         50.0         -999.0       0            1303.344892197466
AL011953    ALICE        12d12h       60.0         -999.0       0            1785.8407952642847
AL021953    UNNAMED      4d6h         45.0         -999.0       0            1043.3023047180059
AL031953    BARBARA      5d12h        80.0         -999.0       3            2155.3047865176945
AL041953    CAROL        12d6h        140.0        -999.0       2            5067.700885841246
AL051953    UNNAMED      3d0h         35.0         -999.0       0            550.3997765219153
AL061953    DOLLY        8d6h         65.0         -999.0       0            3087.7635889186854
AL071953    EDNA         6d18h        100.0        -999.0       0            3911.294863884947
AL081953    UNNAMED      5d6h         45.0         -999.0       0            829.4473458587987
AL091953    FLORENCE     4d6h         100.0        -999.0       1            1339.9144764254993
AL101953    GAIL         10d0h        70.0         -999.0       0            2517.4137179299046
AL111953    UNNAMED      4d12h        55.0         -999.0       0            2348.7390646583503
AL121953    HAZEL        9d6h         75.0         -999.0       2            3683.346623850517
AL131953    UNNAMED      3d12h        45.0         -999.0       0            679.7430931697852
AL141953    UNNAMED      2d0h         55.0         -999.0       0            535.3865749752629
AL011954    UNNAMED      3d6h         45.0         -999.0       0            1675.264457243007
AL021954    UNNAMED      7d0h         60.0         -999.0       0            1618.1428024965946
AL031954    ALICE        2d18h        95.0         -999.0       1            676.5225825638063
AL041954    UNNAMED      3d12h        45.0         -999.0       0            655.9144080475767
AL051954    BARBARA      3d0h         50.0         -999.0       0            359.9844210281708
AL061954    CAROL        6d18h        100.0        -999.0       2            1478.8258728959493
AL071954    DOLLY        4d6h         75.0         -999.0       0            2871.8088463296576
AL081954    EDNA         9d6h         110.0        -999.0       3            3040.1145863462602
AL091954    UNNAMED      1d18h        40.0         -999.0       0            769.7336236372764
AL101954    FLORENCE     2d6h         55.0         -999.0       0            203.6585010602549
AL111954    UNNAMED      2d12h        40.0         -999.0       0            334.6268441455043
AL121954    GILDA        5d12h        60.0         -999.0       0            1306.8589609756475
AL131954    UNNAMED      11d18h       85.0         -999.0       0            2554.150786791326
AL141954    HAZEL        13d0h        115.0        -999.0       5            3715.370408903311
AL151954    UNNAMED      5d0h         35.0         -999.0       0            745.6532236316492
AL161954    ALICE        6d18h        80.0         -999.0       1            1065.3733994439228
AL011955    BRENDA       3d0h         60.0         -999.0       0            490.08388683816344
AL021955    CONNIE       11d18h       120.0        -999.0       1            3341.42167782129
AL031955    DIANE        16d12h       90.0         -999.0       0            5762.532875699521
AL041955    EDITH        14d18h       85.0         -999.0       0            3531.658352249752
AL051955    UNNAMED      3d0h         45.0         -999.0       0            713.4842548565452
AL061955    FLORA        7d12h        90.0         -999.0       0            2800.620383794234
AL071955    GLADYS       3d0h         65.0         -999.0       1            467.0126920558896
AL081955    IONE         16d18h       120.0        -999.0       1            6378.775371284127
AL091955    HILDA        8d6h         105.0        -999.0       4            1912.2727002812057
AL101955    JANET        9d0h         150.0        -999.0       4            2756.872387055489
AL111955    UNNAMED      5d6h         45.0         -999.0       0            2374.36746314969
AL121955    UNNAMED      4d6h         55.0         -999.0       0            778.2356316755452
AL131955    KATIE        4d12h        95.0         -999.0       1            1338.6386303272207
AL011956    UNNAMED      3d6h         50.0         -999.0       0            942.0804101391442
AL021956    ANNA         1d18h        75.0         -999.0       1            365.6795013961465
AL031956    BETSY        12d6h        105.0        -999.0       0            4515.000524820605
AL041956    CARLA        9d6h         60.0         -999.0       0            4394.2094485393545
AL051956    DORA         2d18h        50.0         -999.0       0            370.04867899345123
AL061956    ETHEL        2d12h        50.0         -999.0       0            397.5601661123417
AL071956    FLOSSY       12d12h       80.0         -999.0       2            3420.6066237740356
AL081956    GRETA        7d6h         85.0         -999.0       0            2372.388738306205
AL091956    UNNAMED      3d6h         40.0         -999.0       0            689.953393785016
AL101956    UNNAMED      2d18h        40.0         -999.0       0            442.89585517689966
AL111956    UNNAMED      4d12h        55.0         -999.0       0            1124.1143280329834
AL121956    UNNAMED      2d12h        40.0         -999.0       0            216.329956163768
AL011957    UNNAMED      7d12h        65.0         -999.0       0            1974.472994944621
AL021957    AUDREY       4d12h        110.0        -999.0       1            1101.8730354535885
AL031957    BERTHA       3d6h         55.0         -999.0       0            539.0164682081437
AL041957    CARRIE       23d12h       120.0        -999.0       0            6214.505997852063
AL051957    DEBBIE       2d0h         35.0         -999.0       0            536.3806744395064
AL061957    ESTHER       3d12h        55.0         -999.0       0            723.6552812848875
AL071957    FRIEDA       7d0h         75.0         -999.0       0            2157.828950808474
AL081957    UNNAMED      4d18h        50.0         -999.0       0            1770.8865100754572
AL011958    ALMA         2d0h         55.0         -999.0       0            509.39534026296604
AL021958    BECKY        9d0h         60.0         -999.0       0            4042.6575409145503
AL031958    CLEO         11d12h       120.0        -999.0       0            5068.666224249354
AL041958    DAISY        7d6h         115.0        -999.0       0            1929.9691360014247
AL051958    ELLA         7d18h        95.0         -999.0       2            2504.8780326607957
AL061958    FIFI         7d6h         75.0         -999.0       0            1808.8672614077545
AL071958    GERDA        7d18h        50.0         -999.0       0            2388.011145793419
AL081958    HELENE       13d0h        130.0        -999.0       0            5272.452900014649
AL091958    ILSA         6d0h         95.0         -999.0       0            1961.1147382448298
AL101958    JANICE       8d12h        85.0         -999.0       0            2983.0984610350956
AL111958    UNNAMED      4d6h         55.0         -999.0       0            1388.8711163663077
AL121958    UNNAMED      3d0h         60.0         -999.0       0            1370.0464353331172
AL011959    ARLENE       5d12h        55.0         -999.0       0            1088.9792430680018
AL021959    BEULAH       3d12h        60.0         -999.0       0            247.69832424263424
AL031959    UNNAMED      4d12h        75.0         -999.0       0            2573.170998139869
AL041959    CINDY        8d6h         65.0         -999.0       1            1872.8541935362132
AL051959    DEBRA        5d0h         75.0         -999.0       1            717.612475771408
AL061959    EDITH        1d0h         50.0         -999.0       0            353.4214830603759
AL071959    FLORA        3d18h        65.0         -999.0       0            1645.610572313746
AL081959    GRACIE       12d0h        115.0        -999.0       1            2522.2127222139625
AL091959    HANNAH       11d6h        105.0        -999.0       0            4521.73199038817
AL101959    IRENE        2d18h        40.0         -999.0       0            746.88828262874
AL111959    JUDITH       8d0h         75.0         -999.0       0            2817.934704321977
AL121959    UNNAMED      4d18h        60.0         -999.0       0            1182.7329438729876
AL131959    UNNAMED      7d6h         60.0         -999.0       0            1973.4760992839927
AL141959    UNNAMED      5d0h         55.0         -999.0       0            1580.9057187680614
AL011960    UNNAMED      6d6h         50.0         -999.0       0            1452.4840564279225
AL021960    ABBY         8d0h         70.0         -999.0       2            2447.4041158384753
AL031960    BRENDA       11d0h        60.0         -999.0       0            4131.169258100626
AL041960    CLEO         3d6h         75.0         -999.0       0            1277.0095060889685
AL051960    DONNA        15d18h       125.0        -999.0       9            5894.402058275868
AL061960    ETHEL        5d0h         100.0        -999.0       1            927.1335413007396
AL071960    FLORENCE     9d12h        50.0         -999.0       0            1993.4487303814642
AL081960    UNNAMED      2d0h         40.0         -999.0       0            627.7938996710507
AL011961    ANNA         7d6h         90.0         -999.0       3            2598.6539325422773
AL021961    BETSY        14d6h        115.0        -999.0       0            5061.6913788926295
AL031961    CARLA        14d12h       125.0        -999.0       1            4495.996963289298
AL041961    DEBBIE       13d6h        80.0         -999.0       0            5812.761812155821
AL051961    ESTHER       16d18h       140.0        -999.0       0            4759.2948455370515
AL061961    UNNAMED      3d0h         60.0         -999.0       0            994.704423393409
AL071961    FRANCES      10d0h        115.0        -999.0       0            2547.7917459807063
AL081961    GERDA        5d12h        65.0         -999.0       0            2061.204848370783
AL091961    HATTIE       6d6h         145.0        -999.0       1            1072.1363948723445
AL101961    JENNY        9d6h         70.0         -999.0       0            2805.7567860653876
AL111961    INGA         4d12h        60.0         -999.0       0            470.0233838522525
AL121961    UNNAMED      3d12h        50.0         -999.0       0            1265.6083698716084
AL011962    ALMA         6d18h        75.0         -999.0       0            1609.3219438413835
AL021962    BECKY        4d18h        50.0         -999.0       0            1723.67393146164
AL031962    CELIA        9d12h        60.0         -999.0       0            2404.169643770343
AL041962    DAISY        10d0h        90.0         -999.0       0            2890.05771810972
AL051962    ELLA         11d0h        95.0         -999.0       0            3842.371928913419
AL061962    UNNAMED      7d6h         55.0         -999.0       0            2653.5006618853536
AL071962    UNNAMED      9d18h        80.0         -999.0       0            1813.132552827048
AL011963    ARLENE       13d6h        100.0        -999.0       1            5243.722671318353
